chartink_symbol,nse_symbol,quantity,amount,broker,transaction_type,product,category
PERSISTENT,PERSISTENT-EQ,,30000,*,B,CNC,mid_cap
PETRONET,PETRONET-EQ,,50000,*,B,CNC,large_cap
PFC,PFC-EQ,,20000,*,B,CNC,small_cap
PFIZER,PFIZER-EQ,,20000,*,B,CNC,small_cap
PFOCUS,PFOCUS-EQ,,20000,*,B,CNC,small_cap
PFS,PFS-EQ,,20000,*,B,CNC,small_cap
PGEL,PGEL-EQ,,20000,*,B,CNC,small_cap
PGHH,PGHH-EQ,,20000,*,B,CNC,small_cap
PGHL,PGHL-EQ,,20000,*,B,CNC,small_cap
PGIL,PGIL-EQ,,20000,*,B,CNC,small_cap
PHOENIXLTD,PHOENIXLTD-EQ,,30000,*,B,CNC,mid_cap
PICCADIL,PICCADIL-EQ,,20000,*,B,CNC,small_cap
PIDILITIND,PIDILITIND-EQ,,50000,*,B,CNC,large_cap
PIGL,PIGL-EQ,,20000,*,B,CNC,small_cap
PIIND,PIIND-EQ,,30000,*,B,CNC,mid_cap
PILANIINVS,PILANIINVS-EQ,,20000,*,B,CNC,small_cap
PILITA,PILITA-EQ,,20000,*,B,CNC,small_cap
PINELABS,PINELABS-EQ,,20000,*,B,CNC,small_cap
PIONEEREMB,PIONEEREMB-EQ,,20000,*,B,CNC,small_cap
PIONRINV,PIONRINV-EQ,,20000,*,B,CNC,small_cap
PIRAMALFIN,PIRAMALFIN-EQ,,20000,*,B,CNC,small_cap
PITTIENG,PITTIENG-EQ,,20000,*,B,CNC,small_cap
PIXTRANS,PIXTRANS-EQ,,20000,*,B,CNC,small_cap
PKTEA,PKTEA-EQ,,20000,*,B,CNC,small_cap
PLASTIBLEN,PLASTIBLEN-EQ,,20000,*,B,CNC,small_cap
PLATIND,PLATIND-EQ,,20000,*,B,CNC,small_cap
PLAZACABLE,PLAZACABLE-EQ,,20000,*,B,CNC,small_cap
PML,PML-EQ,,20000,*,B,CNC,small_cap
PNB,PNB-EQ,,20000,*,B,CNC,small_cap
PNBGILTS,PNBGILTS-EQ,,20000,*,B,CNC,small_cap
PNBHOUSING,PNBHOUSING-EQ,,20000,*,B,CNC,small_cap
PNC,PNC-EQ,,20000,*,B,CNC,small_cap
PNCINFRA,PNCINFRA-EQ,,20000,*,B,CNC,small_cap
PNGJL,PNGJL-EQ,,20000,*,B,CNC,small_cap
PNGSREVA,PNGSREVA-EQ,,20000,*,B,CNC,small_cap
POCL,POCL-EQ,,20000,*,B,CNC,small_cap
PODDARMENT,PODDARMENT-EQ,,20000,*,B,CNC,small_cap
POKARNA,POKARNA-EQ,,20000,*,B,CNC,small_cap
POLICYBZR,POLICYBZR-EQ,,30000,*,B,CNC,mid_cap
POLYCAB,POLYCAB-EQ,,30000,*,B,CNC,mid_cap
POLYMED,POLYMED-EQ,,20000,*,B,CNC,small_cap
POLYPLEX,POLYPLEX-EQ,,20000,*,B,CNC,small_cap
PONNIERODE,PONNIERODE-EQ,,20000,*,B,CNC,small_cap
POONAWALLA,POONAWALLA-EQ,,20000,*,B,CNC,small_cap
POWERGRID,POWERGRID-EQ,,50000,*,B,CNC,large_cap
POWERICA,POWERICA-EQ,,20000,*,B,CNC,small_cap
POWERINDIA,POWERINDIA-EQ,,30000,*,B,CNC,mid_cap
POWERMECH,POWERMECH-EQ,,20000,*,B,CNC,small_cap
PPAP,PPAP-EQ,,20000,*,B,CNC,small_cap
PPL,PPL-EQ,,20000,*,B,CNC,small_cap
PPLPHARMA,PPLPHARMA-EQ,,20000,*,B,CNC,small_cap
PRABHA,PRABHA-EQ,,20000,*,B,CNC,small_cap
PRADPME,PRADPME-EQ,,20000,*,B,CNC,small_cap
PRAENG,PRAENG-EQ,,20000,*,B,CNC,small_cap
PRAJIND,PRAJIND-EQ,,20000,*,B,CNC,small_cap
PRAKASH,PRAKASH-EQ,,20000,*,B,CNC,small_cap
PRAKASHSTL,PRAKASHSTL-EQ,,20000,*,B,CNC,small_cap
PRAVEG,PRAVEG-EQ,,20000,*,B,CNC,small_cap
PRAXIS,PRAXIS-EQ,,20000,*,B,CNC,small_cap
PRECAM,PRECAM-EQ,,20000,*,B,CNC,small_cap
PRECOT,PRECOT-EQ,,20000,*,B,CNC,small_cap
PRECWIRE,PRECWIRE-EQ,,20000,*,B,CNC,small_cap
PREMCO,PREMCO-EQ,,20000,*,B,CNC,small_cap
PREMEXPLN,PREMEXPLN-EQ,,20000,*,B,CNC,small_cap
PREMIER,PREMIER-EQ,,20000,*,B,CNC,small_cap
PREMIERENE,PREMIERENE-EQ,,30000,*,B,CNC,mid_cap
PREMIERPOL,PREMIERPOL-EQ,,20000,*,B,CNC,small_cap
PRESTIGE,PRESTIGE-EQ,,30000,*,B,CNC,mid_cap
PRICOLLTD,PRICOLLTD-EQ,,20000,*,B,CNC,small_cap
PRIMESECU,PRIMESECU-EQ,,20000,*,B,CNC,small_cap
PRIMO,PRIMO-EQ,,20000,*,B,CNC,small_cap
PRINCEPIPE,PRINCEPIPE-EQ,,20000,*,B,CNC,small_cap
PRITI,PRITI-EQ,,20000,*,B,CNC,small_cap
PRITIKAUTO,PRITIKAUTO-EQ,,20000,*,B,CNC,small_cap
PRIVISCL,PRIVISCL-EQ,,20000,*,B,CNC,small_cap
PROSTARM,PROSTARM-EQ,,20000,*,B,CNC,small_cap
PROTEAN,PROTEAN-EQ,,20000,*,B,CNC,small_cap
PROZONER,PROZONER-EQ,,20000,*,B,CNC,small_cap
PRSMJOHNSN,PRSMJOHNSN-EQ,,20000,*,B,CNC,small_cap
PRUDENT,PRUDENT-EQ,,20000,*,B,CNC,small_cap
PRUDMOULI,PRUDMOULI-EQ,,20000,*,B,CNC,small_cap
PSB,PSB-EQ,,20000,*,B,CNC,small_cap
PSPPROJECT,PSPPROJECT-EQ,,20000,*,B,CNC,small_cap
PTC,PTC-EQ,,20000,*,B,CNC,small_cap
PTCIL,PTCIL-EQ,,20000,*,B,CNC,small_cap
PTL,PTL-EQ,,20000,*,B,CNC,small_cap
PUNJABCHEM,PUNJABCHEM-EQ,,20000,*,B,CNC,small_cap
PURVA,PURVA-EQ,,20000,*,B,CNC,small_cap
PVP,PVP-EQ,,20000,*,B,CNC,small_cap
PVRINOX,PVRINOX-EQ,,20000,*,B,CNC,small_cap
PVSL,PVSL-EQ,,20000,*,B,CNC,small_cap
PWL,PWL-EQ,,20000,*,B,CNC,small_cap
PYRAMID,PYRAMID-EQ,,20000,*,B,CNC,small_cap
QPOWER,QPOWER-EQ,,20000,*,B,CNC,small_cap
QUADFUTURE,QUADFUTURE-EQ,,20000,*,B,CNC,small_cap
QUESS,QUESS-EQ,,20000,*,B,CNC,small_cap
QUICKHEAL,QUICKHEAL-EQ,,20000,*,B,CNC,small_cap
QUINT,QUINT-EQ,,20000,*,B,CNC,small_cap
RACE,RACE-EQ,,20000,*,B,CNC,small_cap
RACLGEAR,RACLGEAR-EQ,,20000,*,B,CNC,small_cap
RADAAN,RADAAN-EQ,,20000,*,B,CNC,small_cap
RADHIKAJWE,RADHIKAJWE-EQ,,20000,*,B,CNC,small_cap
RADIANTCMS,RADIANTCMS-EQ,,20000,*,B,CNC,small_cap
RADICO,RADICO-EQ,,20000,*,B,CNC,small_cap
RADIOCITY,RADIOCITY-EQ,,20000,*,B,CNC,small_cap
RAILTEL,RAILTEL-EQ,,20000,*,B,CNC,small_cap
RAIN,RAIN-EQ,,20000,*,B,CNC,small_cap
RAINBOW,RAINBOW-EQ,,20000,*,B,CNC,small_cap
RAJESHEXPO,RAJESHEXPO-EQ,,20000,*,B,CNC,small_cap
RAJMET,RAJMET-EQ,,20000,*,B,CNC,small_cap
RAJOOENG,RAJOOENG-EQ,,20000,*,B,CNC,small_cap
RAJPALAYAM,RAJPALAYAM-EQ,,20000,*,B,CNC,small_cap
RAJRATAN,RAJRATAN-EQ,,20000,*,B,CNC,small_cap
RAJRILTD,RAJRILTD-EQ,,20000,*,B,CNC,small_cap
RAJSREESUG,RAJSREESUG-EQ,,20000,*,B,CNC,small_cap
RAJTV,RAJTV-EQ,,20000,*,B,CNC,small_cap
RALLIS,RALLIS-EQ,,20000,*,B,CNC,small_cap
RAMANEWS,RAMANEWS-EQ,,20000,*,B,CNC,small_cap
RAMAPHO,RAMAPHO-EQ,,20000,*,B,CNC,small_cap
RAMASTEEL,RAMASTEEL-EQ,,20000,*,B,CNC,small_cap
RAMCOCEM,RAMCOCEM-EQ,,20000,*,B,CNC,small_cap
RAMCOIND,RAMCOIND-EQ,,20000,*,B,CNC,small_cap
RAMCOSYS,RAMCOSYS-EQ,,20000,*,B,CNC,small_cap
RAMKY,RAMKY-EQ,,20000,*,B,CNC,small_cap
RAMRAT,RAMRAT-EQ,,20000,*,B,CNC,small_cap
RANASUG,RANASUG-EQ,,20000,*,B,CNC,small_cap
RANEHOLDIN,RANEHOLDIN-EQ,,20000,*,B,CNC,small_cap
RATEGAIN,RATEGAIN-EQ,,20000,*,B,CNC,small_cap
RATNAMANI,RATNAMANI-EQ,,20000,*,B,CNC,small_cap
RATNAVEER,RATNAVEER-EQ,,20000,*,B,CNC,small_cap
RAYMOND,RAYMOND-EQ,,20000,*,B,CNC,small_cap
RAYMONDLSL,RAYMONDLSL-EQ,,20000,*,B,CNC,small_cap
RAYMONDREL,RAYMONDREL-EQ,,20000,*,B,CNC,small_cap
RBA,RBA-EQ,,20000,*,B,CNC,small_cap
RBLBANK,RBLBANK-EQ,,20000,*,B,CNC,small_cap
RBZJEWEL,RBZJEWEL-EQ,,20000,*,B,CNC,small_cap
RCF,RCF-EQ,,20000,*,B,CNC,small_cap
RCOM,RCOM-EQ,,20000,*,B,CNC,small_cap
RECLTD,RECLTD-EQ,,20000,*,B,CNC,small_cap
REDINGTON,REDINGTON-EQ,,20000,*,B,CNC,small_cap
REDTAPE,REDTAPE-EQ,,20000,*,B,CNC,small_cap
REFEX,REFEX-EQ,,20000,*,B,CNC,small_cap
REGAAL,REGAAL-EQ,,20000,*,B,CNC,small_cap
REGENCERAM,REGENCERAM-EQ,,20000,*,B,CNC,small_cap
RELAXO,RELAXO-EQ,,20000,*,B,CNC,small_cap
RELCHEMQ,RELCHEMQ-EQ,,20000,*,B,CNC,small_cap
RELIABLE,RELIABLE-EQ,,20000,*,B,CNC,small_cap
RELIANCE,RELIANCE-EQ,,50000,*,B,CNC,large_cap
RELIGARE,RELIGARE-EQ,,20000,*,B,CNC,small_cap
RELTD,RELTD-EQ,,20000,*,B,CNC,small_cap
REMSONSIND,REMSONSIND-EQ,,20000,*,B,CNC,small_cap
RENUKA,RENUKA-EQ,,20000,*,B,CNC,small_cap
REPCOHOME,REPCOHOME-EQ,,20000,*,B,CNC,small_cap
REPL,REPL-EQ,,20000,*,B,CNC,small_cap
REPRO,REPRO-EQ,,20000,*,B,CNC,small_cap
RESPONIND,RESPONIND-EQ,,20000,*,B,CNC,small_cap
RETAIL,RETAIL-EQ,,20000,*,B,CNC,small_cap
RGL,RGL-EQ,,20000,*,B,CNC,small_cap
RHETAN,RHETAN-EQ,,20000,*,B,CNC,small_cap
RHFL,RHFL-EQ,,20000,*,B,CNC,small_cap
RHIM,RHIM-EQ,,20000,*,B,CNC,small_cap
RHL,RHL-EQ,,20000,*,B,CNC,small_cap
RICOAUTO,RICOAUTO-EQ,,20000,*,B,CNC,small_cap
RIIL,RIIL-EQ,,20000,*,B,CNC,small_cap
RISHABH,RISHABH-EQ,,20000,*,B,CNC,small_cap
RITCO,RITCO-EQ,,20000,*,B,CNC,small_cap
RITES,RITES-EQ,,20000,*,B,CNC,small_cap
RKDL,RKDL-EQ,,20000,*,B,CNC,small_cap
RKEC,RKEC-EQ,,20000,*,B,CNC,small_cap
RKFORGE,RKFORGE-EQ,,20000,*,B,CNC,small_cap
RKSWAMY,RKSWAMY-EQ,,20000,*,B,CNC,small_cap
RMC,RMC-EQ,,20000,*,B,CNC,small_cap
RMDRIP,RMDRIP-EQ,,20000,*,B,CNC,small_cap
RML,RML-EQ,,20000,*,B,CNC,small_cap
RNBDENIMS,RNBDENIMS-EQ,,20000,*,B,CNC,small_cap
ROHLTD,ROHLTD-EQ,,20000,*,B,CNC,small_cap
ROLEXRINGS,ROLEXRINGS-EQ,,20000,*,B,CNC,small_cap
ROLLT,ROLLT-EQ,,20000,*,B,CNC,small_cap
ROML,ROML-EQ,,20000,*,B,CNC,small_cap
ROSSARI,ROSSARI-EQ,,20000,*,B,CNC,small_cap
ROSSELLIND,ROSSELLIND-EQ,,20000,*,B,CNC,small_cap
ROSSTECH,ROSSTECH-EQ,,20000,*,B,CNC,small_cap
ROTO,ROTO-EQ,,20000,*,B,CNC,small_cap
ROUTE,ROUTE-EQ,,20000,*,B,CNC,small_cap
RPEL,RPEL-EQ,,20000,*,B,CNC,small_cap
RPGLIFE,RPGLIFE-EQ,,20000,*,B,CNC,small_cap
RPOWER,RPOWER-EQ,,20000,*,B,CNC,small_cap
RPPINFRA,RPPINFRA-EQ,,20000,*,B,CNC,small_cap
RPPL,RPPL-EQ,,20000,*,B,CNC,small_cap
RPSGVENT,RPSGVENT-EQ,,20000,*,B,CNC,small_cap
RPTECH,RPTECH-EQ,,20000,*,B,CNC,small_cap
RRIL,RRIL-EQ,,20000,*,B,CNC,small_cap
RRKABEL,RRKABEL-EQ,,20000,*,B,CNC,small_cap
RSDFIN,RSDFIN-EQ,,20000,*,B,CNC,small_cap
RSL,RSL-EQ,,20000,*,B,CNC,small_cap
RSSOFTWARE,RSSOFTWARE-EQ,,20000,*,B,CNC,small_cap
RSWM,RSWM-EQ,,20000,*,B,CNC,small_cap
RSYSTEMS,RSYSTEMS-EQ,,20000,*,B,CNC,small_cap
RTNINDIA,RTNINDIA-EQ,,20000,*,B,CNC,small_cap
RTNPOWER,RTNPOWER-EQ,,20000,*,B,CNC,small_cap
RUBFILA,RUBFILA-EQ,,20000,*,B,CNC,small_cap
RUBICON,RUBICON-EQ,,20000,*,B,CNC,small_cap
RUBYMILLS,RUBYMILLS-EQ,,20000,*,B,CNC,small_cap
RUCHINFRA,RUCHINFRA-EQ,,20000,*,B,CNC,small_cap
RUCHIRA,RUCHIRA-EQ,,20000,*,B,CNC,small_cap
RUDRA,RUDRA-EQ,,20000,*,B,CNC,small_cap
RUPA,RUPA-EQ,,20000,*,B,CNC,small_cap
RUSHIL,RUSHIL-EQ,,20000,*,B,CNC,small_cap
RUSTOMJEE,RUSTOMJEE-EQ,,20000,*,B,CNC,small_cap
RVHL,RVHL-EQ,,20000,*,B,CNC,small_cap
RVNL,RVNL-EQ,,30000,*,B,CNC,mid_cap
RVTH,RVTH-EQ,,20000,*,B,CNC,small_cap
S&SPOWER,S&SPOWER-EQ,,20000,*,B,CNC,small_cap
SAATVIKGL,SAATVIKGL-EQ,,20000,*,B,CNC,small_cap
SADBHAV,SADBHAV-EQ,,20000,*,B,CNC,small_cap
SADBHIN,SADBHIN-EQ,,20000,*,B,CNC,small_cap
SADHNANIQ,SADHNANIQ-EQ,,20000,*,B,CNC,small_cap
SAFARI,SAFARI-EQ,,20000,*,B,CNC,small_cap
SAGARDEEP,SAGARDEEP-EQ,,20000,*,B,CNC,small_cap
SAGCEM,SAGCEM-EQ,,20000,*,B,CNC,small_cap
SAGILITY,SAGILITY-EQ,,20000,*,B,CNC,small_cap
SAHLIBHFI,SAHLIBHFI-EQ,,20000,*,B,CNC,small_cap
SAHYADRI,SAHYADRI-EQ,,20000,*,B,CNC,small_cap
SAIL,SAIL-EQ,,30000,*,B,CNC,mid_cap
SAILIFE,SAILIFE-EQ,,20000,*,B,CNC,small_cap
SAIPARENT,SAIPARENT-EQ,,20000,*,B,CNC,small_cap
SAKAR,SAKAR-EQ,,20000,*,B,CNC,small_cap
SAKHTISUG,SAKHTISUG-EQ,,20000,*,B,CNC,small_cap
SAKSOFT,SAKSOFT-EQ,,20000,*,B,CNC,small_cap
SAKUMA,SAKUMA-EQ,,20000,*,B,CNC,small_cap
SALASAR,SALASAR-EQ,,20000,*,B,CNC,small_cap
SALONA,SALONA-EQ,,20000,*,B,CNC,small_cap
SALSTEEL,SALSTEEL-EQ,,20000,*,B,CNC,small_cap
SALZERELEC,SALZERELEC-EQ,,20000,*,B,CNC,small_cap
SAMBHAAV,SAMBHAAV-EQ,,20000,*,B,CNC,small_cap
SAMBHV,SAMBHV-EQ,,20000,*,B,CNC,small_cap
SAMHI,SAMHI-EQ,,20000,*,B,CNC,small_cap
SAMMAANCAP,SAMMAANCAP-EQ,,20000,*,B,CNC,small_cap
SAMPANN,SAMPANN-EQ,,20000,*,B,CNC,small_cap
SANATHAN,SANATHAN-EQ,,20000,*,B,CNC,small_cap
SANCO,SANCO-EQ,,20000,*,B,CNC,small_cap
SANDESH,SANDESH-EQ,,20000,*,B,CNC,small_cap
SANDHAR,SANDHAR-EQ,,20000,*,B,CNC,small_cap
SANDUMA,SANDUMA-EQ,,20000,*,B,CNC,small_cap
SANGAMIND,SANGAMIND-EQ,,20000,*,B,CNC,small_cap
SANGHVIMOV,SANGHVIMOV-EQ,,20000,*,B,CNC,small_cap
SANGINITA,SANGINITA-EQ,,20000,*,B,CNC,small_cap
SANOFI,SANOFI-EQ,,20000,*,B,CNC,small_cap
SANOFICONR,SANOFICONR-EQ,,20000,*,B,CNC,small_cap
SANSERA,SANSERA-EQ,,20000,*,B,CNC,small_cap
SANSTAR,SANSTAR-EQ,,20000,*,B,CNC,small_cap
SANWARIA,SANWARIA-EQ,,20000,*,B,CNC,small_cap
SAPPHIRE,SAPPHIRE-EQ,,20000,*,B,CNC,small_cap
SAPPL,SAPPL-EQ,,20000,*,B,CNC,small_cap
SARDAEN,SARDAEN-EQ,,20000,*,B,CNC,small_cap
SAREGAMA,SAREGAMA-EQ,,20000,*,B,CNC,small_cap
SARLAPOLY,SARLAPOLY-EQ,,20000,*,B,CNC,small_cap
SARVESHWAR,SARVESHWAR-EQ,,20000,*,B,CNC,small_cap
SASKEN,SASKEN-EQ,,20000,*,B,CNC,small_cap
SATIA,SATIA-EQ,,20000,*,B,CNC,small_cap
SATIN,SATIN-EQ,,20000,*,B,CNC,small_cap
SAURASHCEM,SAURASHCEM-EQ,,20000,*,B,CNC,small_cap
SAYAJIHOTL,SAYAJIHOTL-EQ,,20000,*,B,CNC,small_cap
SBC,SBC-EQ,,20000,*,B,CNC,small_cap
SBCL,SBCL-EQ,,20000,*,B,CNC,small_cap
SBFC,SBFC-EQ,,20000,*,B,CNC,small_cap
SBGLP,SBGLP-EQ,,20000,*,B,CNC,small_cap
SBICARD,SBICARD-EQ,,30000,*,B,CNC,mid_cap
SBILIFE,SBILIFE-EQ,,50000,*,B,CNC,large_cap
SBIN,SBIN-EQ,,50000,*,B,CNC,large_cap
SCANSTL,SCANSTL-EQ,,20000,*,B,CNC,small_cap
SCHAEFFLER,SCHAEFFLER-EQ,,30000,*,B,CNC,mid_cap
SCHAND,SCHAND-EQ,,20000,*,B,CNC,small_cap
SCHNEIDER,SCHNEIDER-EQ,,20000,*,B,CNC,small_cap
SCI,SCI-EQ,,20000,*,B,CNC,small_cap
SCILAL,SCILAL-EQ,,20000,*,B,CNC,small_cap
SCODATUBES,SCODATUBES-EQ,,20000,*,B,CNC,small_cap
SCPL,SCPL-EQ,,20000,*,B,CNC,small_cap
SDBL,SDBL-EQ,,20000,*,B,CNC,small_cap
SEAMECLTD,SEAMECLTD-EQ,,20000,*,B,CNC,small_cap
SECMARK,SECMARK-EQ,,20000,*,B,CNC,small_cap
SECURKLOUD,SECURKLOUD-EQ,,20000,*,B,CNC,small_cap
SEDEMAC,SEDEMAC-EQ,,20000,*,B,CNC,small_cap
SEIL,SEIL-EQ,,20000,*,B,CNC,small_cap
SEJALLTD,SEJALLTD-EQ,,20000,*,B,CNC,small_cap
SELMC,SELMC-EQ,,20000,*,B,CNC,small_cap
SEMAC,SEMAC-EQ,,20000,*,B,CNC,small_cap
SENCO,SENCO-EQ,,20000,*,B,CNC,small_cap
SENORES,SENORES-EQ,,20000,*,B,CNC,small_cap
SEPC,SEPC-EQ,,20000,*,B,CNC,small_cap
SERVOTECH,SERVOTECH-EQ,,20000,*,B,CNC,small_cap
SESHAPAPER,SESHAPAPER-EQ,,20000,*,B,CNC,small_cap
SETCO,SETCO-EQ,,20000,*,B,CNC,small_cap
SETL,SETL-EQ,,20000,*,B,CNC,small_cap
SEYAIND,SEYAIND-EQ,,20000,*,B,CNC,small_cap
SFL,SFL-EQ,,20000,*,B,CNC,small_cap
SGFIN,SGFIN-EQ,,20000,*,B,CNC,small_cap
SGIL,SGIL-EQ,,20000,*,B,CNC,small_cap
SGL,SGL-EQ,,20000,*,B,CNC,small_cap
SGMART,SGMART-EQ,,20000,*,B,CNC,small_cap
SHADOWFAX,SHADOWFAX-EQ,,20000,*,B,CNC,small_cap
SHAH,SHAH-EQ,,20000,*,B,CNC,small_cap
SHAHALLOYS,SHAHALLOYS-EQ,,20000,*,B,CNC,small_cap
SHAILY,SHAILY-EQ,,20000,*,B,CNC,small_cap
SHAKTIPUMP,SHAKTIPUMP-EQ,,20000,*,B,CNC,small_cap
SHALBY,SHALBY-EQ,,20000,*,B,CNC,small_cap
SHALPAINTS,SHALPAINTS-EQ,,20000,*,B,CNC,small_cap
SHANKARA,SHANKARA-EQ,,20000,*,B,CNC,small_cap
SHANTI,SHANTI-EQ,,20000,*,B,CNC,small_cap
SHANTIGEAR,SHANTIGEAR-EQ,,20000,*,B,CNC,small_cap
SHANTIGOLD,SHANTIGOLD-EQ,,20000,*,B,CNC,small_cap
SHARDACROP,SHARDACROP-EQ,,20000,*,B,CNC,small_cap
SHARDAMOTR,SHARDAMOTR-EQ,,20000,*,B,CNC,small_cap
SHARDUL,SHARDUL-EQ,,20000,*,B,CNC,small_cap
SHAREINDIA,SHAREINDIA-EQ,,20000,*,B,CNC,small_cap
SHBAJRG,SHBAJRG-EQ,,20000,*,B,CNC,small_cap
SHEKHAWATI,SHEKHAWATI-EQ,,20000,*,B,CNC,small_cap
SHEMAROO,SHEMAROO-EQ,,20000,*,B,CNC,small_cap
SHILCTECH,SHILCTECH-EQ,,20000,*,B,CNC,small_cap
SHILPAMED,SHILPAMED-EQ,,20000,*,B,CNC,small_cap
SHINDL,SHINDL-EQ,,20000,*,B,CNC,small_cap
SHIVALIK,SHIVALIK-EQ,,20000,*,B,CNC,small_cap
SHIVAMAUTO,SHIVAMAUTO-EQ,,20000,*,B,CNC,small_cap
SHIVAMILLS,SHIVAMILLS-EQ,,20000,*,B,CNC,small_cap
SHIVATEX,SHIVATEX-EQ,,20000,*,B,CNC,small_cap
SHIVAUM,SHIVAUM-EQ,,20000,*,B,CNC,small_cap
SHK,SHK-EQ,,20000,*,B,CNC,small_cap
SHOPERSTOP,SHOPERSTOP-EQ,,20000,*,B,CNC,small_cap
SHRADHA,SHRADHA-EQ,,20000,*,B,CNC,small_cap
SHREDIGCEM,SHREDIGCEM-EQ,,20000,*,B,CNC,small_cap
SHREECEM,SHREECEM-EQ,,50000,*,B,CNC,large_cap
SHREEJISPG,SHREEJISPG-EQ,,20000,*,B,CNC,small_cap
SHREEPUSHK,SHREEPUSHK-EQ,,20000,*,B,CNC,small_cap
SHREERAMA,SHREERAMA-EQ,,20000,*,B,CNC,small_cap
SHRENIK,SHRENIK-EQ,,20000,*,B,CNC,small_cap
SHREYANIND,SHREYANIND-EQ,,20000,*,B,CNC,small_cap
SHRIKRISH,SHRIKRISH-EQ,,20000,*,B,CNC,small_cap
SHRINGARMS,SHRINGARMS-EQ,,20000,*,B,CNC,small_cap
SHRIPISTON,SHRIPISTON-EQ,,20000,*,B,CNC,small_cap
SHRIRAMFIN,SHRIRAMFIN-EQ,,20000,*,B,CNC,small_cap
SHRIRAMPPS,SHRIRAMPPS-EQ,,20000,*,B,CNC,small_cap
SHYAMCENT,SHYAMCENT-EQ,,20000,*,B,CNC,small_cap
SHYAMMETL,SHYAMMETL-EQ,,20000,*,B,CNC,small_cap
SHYAMTEL,SHYAMTEL-EQ,,20000,*,B,CNC,small_cap
SICAGEN,SICAGEN-EQ,,20000,*,B,CNC,small_cap
SICALLOG,SICALLOG-EQ,,20000,*,B,CNC,small_cap
SIEMENS,SIEMENS-EQ,,50000,*,B,CNC,large_cap
SIGACHI,SIGACHI-EQ,,20000,*,B,CNC,small_cap
SIGIND,SIGIND-EQ,,20000,*,B,CNC,small_cap
SIGMA,SIGMA-EQ,,20000,*,B,CNC,small_cap
SIGMAADV,SIGMAADV-EQ,,20000,*,B,CNC,small_cap
SIGNATURE,SIGNATURE-EQ,,20000,*,B,CNC,small_cap
SIGNPOST,SIGNPOST-EQ,,20000,*,B,CNC,small_cap
SIKA,SIKA-EQ,,20000,*,B,CNC,small_cap
SIKKO,SIKKO-EQ,,20000,*,B,CNC,small_cap
SIL,SIL-EQ,,20000,*,B,CNC,small_cap
SILGO,SILGO-EQ,,20000,*,B,CNC,small_cap
SILINV,SILINV-EQ,,20000,*,B,CNC,small_cap
SILLYMONKS,SILLYMONKS-EQ,,20000,*,B,CNC,small_cap
SILVERTUC,SILVERTUC-EQ,,20000,*,B,CNC,small_cap
SIMPLEXINF,SIMPLEXINF-EQ,,20000,*,B,CNC,small_cap
SINCLAIR,SINCLAIR-EQ,,20000,*,B,CNC,small_cap
SINDHUTRAD,SINDHUTRAD-EQ,,20000,*,B,CNC,small_cap
SINGERIND,SINGERIND-EQ,,20000,*,B,CNC,small_cap
SINTERCOM,SINTERCOM-EQ,,20000,*,B,CNC,small_cap
SIRCA,SIRCA-EQ,,20000,*,B,CNC,small_cap
SIS,SIS-EQ,,20000,*,B,CNC,small_cap
SITINET,SITINET-EQ,,20000,*,B,CNC,small_cap
SIYSIL,SIYSIL-EQ,,20000,*,B,CNC,small_cap
SJS,SJS-EQ,,20000,*,B,CNC,small_cap
SJVN,SJVN-EQ,,30000,*,B,CNC,mid_cap
SKFINDIA,SKFINDIA-EQ,,20000,*,B,CNC,small_cap
SKFINDUS,SKFINDUS-EQ,,20000,*,B,CNC,small_cap
SKIPPER,SKIPPER-EQ,,20000,*,B,CNC,small_cap
SKMEGGPROD,SKMEGGPROD-EQ,,20000,*,B,CNC,small_cap
SKYGOLD,SKYGOLD-EQ,,20000,*,B,CNC,small_cap
SMARTLINK,SMARTLINK-EQ,,20000,*,B,CNC,small_cap
SMARTWORKS,SMARTWORKS-EQ,,20000,*,B,CNC,small_cap
SMCGLOBAL,SMCGLOBAL-EQ,,20000,*,B,CNC,small_cap
SMLMAH,SMLMAH-EQ,,20000,*,B,CNC,small_cap
SMLT,SMLT-EQ,,20000,*,B,CNC,small_cap
SMSPHARMA,SMSPHARMA-EQ,,20000,*,B,CNC,small_cap
SNOWMAN,SNOWMAN-EQ,,20000,*,B,CNC,small_cap
SOBHA,SOBHA-EQ,,20000,*,B,CNC,small_cap
SOFTTECH,SOFTTECH-EQ,,20000,*,B,CNC,small_cap
SOLARA,SOLARA-EQ,,20000,*,B,CNC,small_cap
SOLARINDS,SOLARINDS-EQ,,30000,*,B,CNC,mid_cap
SOLARWORLD,SOLARWORLD-EQ,,20000,*,B,CNC,small_cap
SOLEX,SOLEX-EQ,,20000,*,B,CNC,small_cap
SOMANYCERA,SOMANYCERA-EQ,,20000,*,B,CNC,small_cap
SOMATEX,SOMATEX-EQ,,20000,*,B,CNC,small_cap
SOMICONVEY,SOMICONVEY-EQ,,20000,*,B,CNC,small_cap
SONACOMS,SONACOMS-EQ,,30000,*,B,CNC,mid_cap
SONAL,SONAL-EQ,,20000,*,B,CNC,small_cap
SONAMLTD,SONAMLTD-EQ,,20000,*,B,CNC,small_cap
SONATSOFTW,SONATSOFTW-EQ,,20000,*,B,CNC,small_cap
SOTL,SOTL-EQ,,20000,*,B,CNC,small_cap
